"","match_id.x","tournament","year","winner_name","loser_name","winner_rank","loser_rank","winner_age","winner_ioc","Retirement","w_pointswon","w_gameswon","w_setswon","l_pointswon","l_gameswon","l_setswon","round","a1","a2","match_id.y","player1","player2","Tour","slam","week","w_ave_serve_speed","l_ave_serve_speed","w_n_aces","l_n_aces","w_n_winners","l_n_winners","w_n_netpt_w","l_n_netpt_w","w_n_netpt","l_n_netpt","w_n_bp_w","l_n_bp_w","w_n_bp","l_n_bp","w_n_ue","l_n_ue","w_n_sv_w","l_n_sv_w","w_n_sv","l_n_sv"
"75","2013-520:98","French Open",2013,"Philipp Kohlschreiber","Victor Hanescu",19,54,29.6125941136,"GER",FALSE,105,19,3,71,7,0,"R32","Philipp Kohlschreiber","Victor Hanescu","2013-frenchopen-1302","Victor Hanescu","Philipp Kohlschreiber","atp","frenchopen","Week 1",94.3473684210526,89.5185185185185,6,1,40,21,5,5,17,17,6,1,9,14,23,24,63,39,95,81
"76","2013-520:99","French Open",2013,"Tommy Haas","John Isner",14,21,35.1485284052,"GER",FALSE,224,34,3,213,32,2,"R32","John Isner","Tommy Haas","2013-frenchopen-1303","Tommy Haas","John Isner","atp","frenchopen","Week 1",93.9663461538462,103.323144104803,15,27,85,92,11,11,14,14,3,2,23,13,43,58,151,156,208,229
"77","2013-540:1","Wimbledon",2013,"Novak Djokovic","Florian Mayer",1,34,26.0917180014,"SRB",FALSE,109,19,3,86,12,0,"R128","Florian Mayer","Novak Djokovic","2013-wimbledon-1101","Novak Djokovic","Florian Mayer","atp","wimbledon","Week 1",107.068965517241,103.018518518519,5,3,40,25,15,15,20,20,3,0,11,3,20,12,67,66,87,108
"78","2013-540:100","Wimbledon",2013,"Tomas Berdych","Kevin Anderson",6,23,27.7672826831,"CZE",FALSE,124,22,3,121,18,1,"R32","Kevin Anderson","Tomas Berdych","2013-wimbledon-1304","Kevin Anderson","Tomas Berdych","atp","wimbledon","Week 1",106.75,111.280991735537,11,19,50,45,15,15,26,26,5,3,18,14,19,12,81,78,124,121
"79","2013-540:101","Wimbledon",2013,"David Ferrer","Alexandr Dolgopolov",4,24,31.227926078,"ESP",FALSE,176,27,3,155,22,2,"R32","Alexandr Dolgopolov","David Ferrer","2013-wimbledon-1305","David Ferrer","Alexandr Dolgopolov","atp","wimbledon","Week 1",101.118055555556,101.930481283422,6,15,34,56,30,30,45,45,7,5,24,9,39,34,98,109,144,187
"80","2013-540:102","Wimbledon",2013,"Ivan Dodig","Igor Sijsling",49,64,28.4736481862,"CRO",TRUE,55,13,3,23,1,0,"R32","Igor Sijsling","Ivan Dodig","2013-wimbledon-1306","Igor Sijsling","Ivan Dodig","atp","wimbledon","Week 1",109.25,111.47619047619,5,3,21,8,4,4,14,14,6,0,9,0,6,10,29,16,36,42
"81","2013-540:104","Wimbledon",2013,"Juan Martin Del Potro","Grega Zemlja",8,55,24.7501711157,"ARG",FALSE,104,20,3,86,11,0,"R32","Grega Zemlja","Juan Martin Del Potro","2013-wimbledon-1308","Grega Zemlja","Juan Martin Del Potro","atp","wimbledon","Week 1",99.3595505617977,96.960396039604,10,14,29,44,13,13,20,20,4,0,9,0,12,27,67,64,89,101
"82","2013-540:105","Wimbledon",2013,"Lukasz Kubot","Benoit Paire",130,27,31.1074606434,"POL",FALSE,95,18,3,70,8,0,"R32","Benoit Paire","Lukasz Kubot","2013-wimbledon-1309","Lukasz Kubot","Benoit Paire","atp","wimbledon","Week 1",111.659090909091,98.3116883116883,4,8,23,27,29,29,41,41,6,1,9,5,16,23,58,40,88,77
"83","2013-540:107","Wimbledon",2013,"Jerzy Janowicz","Nicolas Almagro",22,16,22.6119096509,"POL",FALSE,109,19,3,85,13,0,"R32","Jerzy Janowicz","Nicolas Almagro","2013-wimbledon-1311","Nicolas Almagro","Jerzy Janowicz","atp","wimbledon","Week 1",119.827586206897,110.766355140187,30,18,59,32,9,9,13,13,3,1,5,1,15,18,68,66,87,107
"84","2013-540:108","Wimbledon",2013,"Jurgen Melzer","Sergiy Stakhovsky",37,116,32.090349076,"AUT",FALSE,111,21,3,106,16,1,"R32","Jurgen Melzer","Sergiy Stakhovsky","2013-wimbledon-1312","Jurgen Melzer","Sergiy Stakhovsky","atp","wimbledon","Week 1",107.827272727273,100.878504672897,9,14,47,44,15,15,25,25,6,3,7,9,16,20,70,66,110,107
"85","2013-540:109","Wimbledon",2013,"Fernando Verdasco","Ernests Gulbis",54,39,29.607118412,"ESP",FALSE,91,18,3,66,10,0,"R32","Ernests Gulbis","Fernando Verdasco","2013-wimbledon-1313","Ernests Gulbis","Fernando Verdasco","atp","wimbledon","Week 1",109.32,111.780487804878,7,9,29,25,11,11,19,19,4,0,7,1,7,19,58,49,75,82
"86","2013-540:110","Wimbledon",2013,"Kenny De Schepper","Juan Monaco",80,20,26.0725530459,"FRA",FALSE,114,19,3,103,14,0,"R32","Juan Monaco","Kenny De Schepper","2013-wimbledon-1314","Juan Monaco","Kenny De Schepper","atp","wimbledon","Week 1",110.472222222222,98.9816513761468,9,1,39,27,14,14,20,20,3,1,11,5,38,18,74,69,108,109
"87","2013-540:111","Wimbledon",2013,"Mikhail Youzhny","Viktor Troicki",26,44,30.9979466119,"RUS",FALSE,103,19,3,83,12,0,"R32","Mikhail Youzhny","Viktor Troicki","2013-wimbledon-1315","Viktor Troicki","Mikhail Youzhny","atp","wimbledon","Week 1",104.177777777778,104.510416666667,4,14,31,34,19,19,29,29,4,1,11,4,11,27,65,58,90,96
"88","2013-540:112","Wimbledon",2013,"Andy Murray","Tommy Robredo",2,29,26.1108829569,"GBR",FALSE,101,19,3,79,11,0,"R32","Andy Murray","Tommy Robredo","2013-wimbledon-1316","Tommy Robredo","Andy Murray","atp","wimbledon","Week 1",103.9125,109.09,9,6,40,34,18,18,24,24,5,1,7,3,14,25,60,59,80,100
"89","2013-540:113","Wimbledon",2013,"Novak Djokovic","Tommy Haas",1,13,26.0917180014,"SRB",FALSE,111,19,3,85,11,0,"R16","Novak Djokovic","Tommy Haas","2013-wimbledon-1401","Novak Djokovic","Tommy Haas","atp","wimbledon","Week 2",104.202247191011,110.102803738318,13,4,40,25,11,11,16,16,6,2,13,7,16,26,61,57,89,107
"90","2013-540:114","Wimbledon",2013,"Tomas Berdych","Bernard Tomic",6,59,27.7672826831,"CZE",FALSE,164,25,3,145,21,1,"R16","Bernard Tomic","Tomas Berdych","2013-wimbledon-1402","Bernard Tomic","Tomas Berdych","atp","wimbledon","Week 2",108.589928057554,103.758823529412,24,19,68,43,9,9,18,18,3,1,15,7,42,31,98,104,139,170
"91","2013-540:115","Wimbledon",2013,"David Ferrer","Ivan Dodig",4,49,31.227926078,"ESP",FALSE,150,25,3,123,15,1,"R16","David Ferrer","Ivan Dodig","2013-wimbledon-1403","David Ferrer","Ivan Dodig","atp","wimbledon","Week 2",103.424,108.621621621622,7,14,53,47,26,26,36,36,5,0,15,6,25,32,91,89,125,148
"92","2013-540:116","Wimbledon",2013,"Juan Martin Del Potro","Andreas Seppi",8,28,24.7501711157,"ARG",FALSE,115,19,3,94,13,0,"R16","Andreas Seppi","Juan Martin Del Potro","2013-wimbledon-1404","Andreas Seppi","Juan Martin Del Potro","atp","wimbledon","Week 2",110.196078431373,97.6635514018692,9,5,36,36,18,18,24,24,2,0,11,2,15,20,73,65,102,107
"93","2013-540:118","Wimbledon",2013,"Jerzy Janowicz","Jurgen Melzer",22,37,22.6119096509,"POL",FALSE,150,26,3,148,26,2,"R16","Jerzy Janowicz","Jurgen Melzer","2013-wimbledon-1406","Jerzy Janowicz","Jurgen Melzer","atp","wimbledon","Week 2",103.114864864865,98.4866666666667,16,11,54,57,21,21,28,28,3,3,9,12,26,19,104,104,148,150
"94","2013-540:119","Wimbledon",2013,"Fernando Verdasco","Kenny De Schepper",54,80,29.607118412,"ESP",FALSE,98,18,3,75,12,0,"R16","Fernando Verdasco","Kenny De Schepper","2013-wimbledon-1407","Fernando Verdasco","Kenny De Schepper","atp","wimbledon","Week 2",107.714285714286,115.864583333333,9,9,42,26,9,9,11,11,4,1,14,2,13,12,60,58,77,96
"95","2013-540:12","Wimbledon",2013,"Bernard Tomic","Sam Querrey",59,19,20.6735112936,"AUS",FALSE,146,25,3,159,27,2,"R128","Bernard Tomic","Sam Querrey","2013-wimbledon-1112","Bernard Tomic","Sam Querrey","atp","wimbledon","Week 1",102.307692307692,96.3154362416107,11,36,45,79,10,10,16,16,2,4,8,13,30,43,106,109,156,149
"96","2013-540:120","Wimbledon",2013,"Andy Murray","Mikhail Youzhny",2,26,26.1108829569,"GBR",FALSE,112,19,3,89,11,0,"R16","Andy Murray","Mikhail Youzhny","2013-wimbledon-1408","Mikhail Youzhny","Andy Murray","atp","wimbledon","Week 2",99.3611111111111,103.881720430108,15,1,45,33,31,31,41,41,5,2,10,5,16,20,71,52,108,93
"97","2013-540:121","Wimbledon",2013,"Novak Djokovic","Tomas Berdych",1,6,26.0917180014,"SRB",FALSE,102,19,3,86,13,0,"QF","Novak Djokovic","Tomas Berdych","2013-wimbledon-1501","Novak Djokovic","Tomas Berdych","atp","wimbledon","Week 2",105.730337078652,104.494949494949,16,6,36,31,7,7,9,9,4,2,10,2,13,25,63,60,89,99
"98","2013-540:122","Wimbledon",2013,"Juan Martin Del Potro","David Ferrer",8,4,24.7501711157,"ARG",FALSE,107,19,3,83,12,0,"QF","David Ferrer","Juan Martin Del Potro","2013-wimbledon-1502","David Ferrer","Juan Martin Del Potro","atp","wimbledon","Week 2",111.655172413793,105.456310679612,12,8,42,41,25,25,29,29,3,0,8,2,11,22,66,62,87,103
"99","2013-540:123","Wimbledon",2013,"Jerzy Janowicz","Lukasz Kubot",22,130,22.6119096509,"POL",FALSE,111,19,3,92,13,0,"QF","Jerzy Janowicz","Lukasz Kubot","2013-wimbledon-1503","Lukasz Kubot","Jerzy Janowicz","atp","wimbledon","Week 2",111.378640776699,112.59,30,9,58,32,27,27,46,46,3,0,10,6,14,11,75,64,103,100
"100","2013-540:124","Wimbledon",2013,"Andy Murray","Fernando Verdasco",2,54,26.1108829569,"GBR",FALSE,151,26,3,132,22,2,"QF","Andy Murray","Fernando Verdasco","2013-wimbledon-1504","Fernando Verdasco","Andy Murray","atp","wimbledon","Week 2",103.059259259259,106.114864864865,14,11,36,45,25,25,39,39,5,3,11,7,27,45,95,92,135,148
"101","2013-540:125","Wimbledon",2013,"Novak Djokovic","Juan Martin Del Potro",1,8,26.0917180014,"SRB",FALSE,190,30,3,178,27,2,"SF","Juan Martin Del Potro","Novak Djokovic","2013-wimbledon-1601","Novak Djokovic","Juan Martin Del Potro","atp","wimbledon","Week 2",109.112994350282,109.157068062827,22,4,80,48,37,37,47,47,3,2,15,7,48,37,123,124,177,191
"102","2013-540:126","Wimbledon",2013,"Andy Murray","Jerzy Janowicz",2,22,26.1108829569,"GBR",FALSE,133,24,3,110,18,1,"SF","Andy Murray","Jerzy Janowicz","2013-wimbledon-1602","Jerzy Janowicz","Andy Murray","atp","wimbledon","Week 2",105.504424778761,110.253846153846,20,9,49,43,24,24,36,36,5,1,13,7,15,43,84,81,113,130
"103","2013-540:127","Wimbledon",2013,"Andy Murray","Novak Djokovic",2,1,26.1108829569,"GBR",FALSE,114,19,3,96,13,0,"F","Andy Murray","Novak Djokovic","2013-wimbledon-1701","Novak Djokovic","Andy Murray","atp","wimbledon","Week 2",102.114285714286,107.333333333333,9,4,36,31,25,25,37,37,7,4,17,13,21,40,64,55,105,105
"104","2013-540:16","Wimbledon",2013,"Tomas Berdych","Martin Klizan",6,36,27.7672826831,"CZE",FALSE,105,18,3,74,11,0,"R128","Martin Klizan","Tomas Berdych","2013-wimbledon-1116","Martin Klizan","Tomas Berdych","atp","wimbledon","Week 1",111.365853658537,102.216494845361,6,5,31,28,8,8,12,12,3,0,9,3,14,24,64,56,82,97
"105","2013-540:17","Wimbledon",2013,"David Ferrer","Martin Alund",4,101,31.227926078,"ESP",FALSE,116,23,3,94,14,1,"R128","David Ferrer","Martin Alund","2013-wimbledon-1117","David Ferrer","Martin Alund","atp","wimbledon","Week 1",103.37,106.236363636364,7,8,31,28,25,25,28,28,6,2,12,3,22,23,72,66,100,110
"106","2013-540:21","Wimbledon",2013,"Milos Raonic","Carlos Berlocq",15,74,22.4914442163,"CAN",FALSE,102,18,3,74,10,0,"R128","Carlos Berlocq","Milos Raonic","2013-wimbledon-1121","Milos Raonic","Carlos Berlocq","atp","wimbledon","Week 1",98.7638888888889,94.3173076923077,19,4,54,23,15,15,23,23,4,0,12,1,18,13,58,60,72,104
"107","2013-540:24","Wimbledon",2013,"Ivan Dodig","Philipp Kohlschreiber",49,18,28.4736481862,"CRO",TRUE,165,25,3,158,23,2,"R128","Ivan Dodig","Philipp Kohlschreiber","2013-wimbledon-1124","Ivan Dodig","Philipp Kohlschreiber","atp","wimbledon","Week 1",105.561290322581,101.458333333333,20,14,69,60,29,29,43,43,2,1,12,6,30,34,109,112,155,168
"108","2013-540:29","Wimbledon",2013,"Grigor Dimitrov","Simone Bolelli",31,89,22.1081451061,"BUL",FALSE,92,18,3,57,8,0,"R128","Grigor Dimitrov","Simone Bolelli","2013-wimbledon-1129","Grigor Dimitrov","Simone Bolelli","atp","wimbledon","Week 1",112.603174603175,101.581395348837,15,4,26,20,9,9,12,12,5,0,11,0,9,28,53,47,63,86
"109","2013-540:32","Wimbledon",2013,"Juan Martin Del Potro","Albert Ramos",8,62,24.7501711157,"ARG",FALSE,95,19,3,60,8,0,"R128","Albert Ramos","Juan Martin Del Potro","2013-wimbledon-1132","Albert Ramos","Juan Martin Del Potro","atp","wimbledon","Week 1",109.73417721519,87.9078947368421,10,7,34,29,9,9,15,15,6,1,8,6,10,23,57,39,79,76
"110","2013-540:33","Wimbledon",2013,"Steve Darcis","Rafael Nadal",135,5,29.2813141684,"BEL",FALSE,127,20,3,113,16,0,"R128","Rafael Nadal","Steve Darcis","2013-wimbledon-1133","Rafael Nadal","Steve Darcis","atp","wimbledon","Week 1",100.867768595041,102.949579831933,13,6,53,32,25,25,32,32,3,2,11,7,24,24,81,73,121,119
"111","2013-540:4","Wimbledon",2013,"Jeremy Chardy","Ryan Harrison",25,97,26.3627652293,"FRA",FALSE,143,24,3,131,19,1,"R128","Jeremy Chardy","Ryan Harrison","2013-wimbledon-1104","Ryan Harrison","Jeremy Chardy","atp","wimbledon","Week 1",79.0252100840336,84.0774193548387,10,18,60,43,17,17,30,30,3,1,17,3,30,17,88,100,119,155
"112","2013-540:41","Wimbledon",2013,"Nicolas Almagro","Jurgen Zopp",16,183,27.8412046543,"ESP",FALSE,118,20,3,89,15,0,"R128","Jurgen Zopp","Nicolas Almagro","2013-wimbledon-1141","Nicolas Almagro","Jurgen Zopp","atp","wimbledon","Week 1",103.036144578313,97.5161290322581,11,11,36,34,15,15,17,17,2,0,10,0,14,36,72,78,83,124
"113","2013-540:44","Wimbledon",2013,"Jerzy Janowicz","Kyle Edmund",22,385,22.6119096509,"POL",FALSE,98,18,3,68,8,0,"R128","Jerzy Janowicz","Kyle Edmund","2013-wimbledon-1144","Kyle Edmund","Jerzy Janowicz","atp","wimbledon","Week 1",107.763157894737,103.911111111111,11,4,39,17,9,9,11,11,5,0,21,4,17,12,57,49,76,90
"114","2013-540:45","Wimbledon",2013,"Jurgen Melzer","Fabio Fognini",37,30,32.090349076,"AUT",FALSE,143,25,3,119,17,1,"R128","Fabio Fognini","Jurgen Melzer","2013-wimbledon-1145","Fabio Fognini","Jurgen Melzer","atp","wimbledon","Week 1",98.3307692307692,95.5,8,3,45,49,17,17,22,22,8,4,15,12,29,33,84,73,130,132
"115","2013-540:47","Wimbledon",2013,"Sergiy Stakhovsky","Rogerio Dutra Silva",116,100,27.4633812457,"UKR",FALSE,90,18,3,62,8,0,"R128","Rogerio Dutra Silva","Sergiy Stakhovsky","2013-wimbledon-1147","Rogerio Dutra Silva","Sergiy Stakhovsky","atp","wimbledon","Week 1",0,0,2,0,9,8,4,4,8,8,3,0,4,0,6,12,24,24,27,42
"116","2013-540:48","Wimbledon",2013,"Roger Federer","Victor Hanescu",3,48,31.8767967146,"SUI",FALSE,81,18,3,36,5,0,"R128","Roger Federer","Victor Hanescu","2013-wimbledon-1148","Victor Hanescu","Roger Federer","atp","wimbledon","Week 1",92.6964285714286,96.4590163934426,7,3,32,14,7,7,18,18,6,0,8,0,6,13,49,29,56,61
"117","2013-540:5","Wimbledon",2013,"Feliciano Lopez","Gilles Simon",32,17,31.7590691307,"ESP",FALSE,115,19,3,89,12,0,"R128","Feliciano Lopez","Gilles Simon","2013-wimbledon-1105","Gilles Simon","Feliciano Lopez","atp","wimbledon","Week 1",114.752941176471,92.8487394957983,21,5,42,40,29,29,42,42,3,0,10,0,12,26,72,76,85,119
"118","2013-540:56","Wimbledon",2013,"Marin Cilic","Marcos Baghdatis",12,40,24.7364818617,"CRO",FALSE,85,18,3,66,11,0,"R128","Marcos Baghdatis","Marin Cilic","2013-wimbledon-1156","Marcos Baghdatis","Marin Cilic","atp","wimbledon","Week 1",106.3875,97.7042253521127,16,4,41,20,9,9,12,12,4,1,6,1,19,18,61,47,80,71
"119","2013-540:57","Wimbledon",2013,"Viktor Troicki","Janko Tipsarevic",44,14,27.3675564682,"SRB",FALSE,104,19,3,92,13,0,"R128","Janko Tipsarevic","Viktor Troicki","2013-wimbledon-1157","Janko Tipsarevic","Viktor Troicki","atp","wimbledon","Week 1",108.747368421053,103.643564356436,15,3,40,28,22,22,27,27,2,0,10,4,26,16,71,68,95,101
"120","2013-540:60","Wimbledon",2013,"Mikhail Youzhny","Robin Haase",26,58,30.9979466119,"RUS",FALSE,117,20,3,98,14,0,"R128","Mikhail Youzhny","Robin Haase","2013-wimbledon-1160","Robin Haase","Mikhail Youzhny","atp","wimbledon","Week 1",93.7173913043478,100.674796747967,9,7,39,33,13,13,19,19,3,0,21,2,26,29,70,76,92,123
"121","2013-540:64","Wimbledon",2013,"Andy Murray","Benjamin Becker",2,92,26.1108829569,"GBR",FALSE,95,18,3,70,9,0,"R128","Andy Murray","Benjamin Becker","2013-wimbledon-1164","Benjamin Becker","Andy Murray","atp","wimbledon","Week 1",99.8953488372093,104.253164556962,11,5,38,26,17,17,24,24,5,1,10,5,16,18,59,43,86,79
"122","2013-540:65","Wimbledon",2013,"Novak Djokovic","Bobby Reynolds",1,156,26.0917180014,"SRB",FALSE,114,19,3,80,10,0,"R64","Bobby Reynolds","Novak Djokovic","2013-wimbledon-1201","Novak Djokovic","Bobby Reynolds","atp","wimbledon","Week 1",108.547945205479,108.297520661157,12,8,41,25,11,11,16,16,4,0,18,0,12,19,61,68,73,121
"123","2013-540:68","Wimbledon",2013,"Tommy Haas","Jimmy Wang",13,151,35.2251882272,"GER",FALSE,98,19,3,65,10,0,"R64","Jimmy Wang","Tommy Haas","2013-wimbledon-1204","Jimmy Wang","Tommy Haas","atp","wimbledon","Week 1",103.22972972973,101.258426966292,14,7,44,22,14,14,23,23,4,0,8,0,8,12,61,52,74,89
"124","2013-540:69","Wimbledon",2013,"Richard Gasquet","Go Soeda",9,129,27.0171115674,"FRA",FALSE,129,24,3,102,13,1,"R64","Go Soeda","Richard Gasquet","2013-wimbledon-1205","Richard Gasquet","Go Soeda","atp","wimbledon","Week 1",97.8878504672897,98.3629032258064,11,2,54,34,19,19,24,24,9,4,18,6,21,31,70,65,107,124
"125","2013-540:70","Wimbledon",2013,"Bernard Tomic","James Blake",59,87,20.6735112936,"AUS",FALSE,108,19,3,85,12,0,"R64","Bernard Tomic","James Blake","2013-wimbledon-1206","James Blake","Bernard Tomic","atp","wimbledon","Week 1",105.929292929293,97.1489361702128,4,11,33,38,17,17,23,23,5,2,8,5,12,21,67,53,99,94
"126","2013-540:72","Wimbledon",2013,"Tomas Berdych","Daniel Brands",6,57,27.7672826831,"CZE",FALSE,103,19,3,79,12,0,"R64","Daniel Brands","Tomas Berdych","2013-wimbledon-1208","Daniel Brands","Tomas Berdych","atp","wimbledon","Week 1",107.358024691358,109.782178217822,15,19,55,33,8,8,11,11,4,1,11,1,10,10,66,64,81,101
"127","2013-540:73","Wimbledon",2013,"David Ferrer","Roberto Bautista Agut",4,60,31.227926078,"ESP",FALSE,141,23,3,132,20,1,"R64","David Ferrer","Roberto Bautista Agut","2013-wimbledon-1209","David Ferrer","Roberto Bautista Agut","atp","wimbledon","Week 1",96.7480916030534,98.1760563380282,6,2,43,49,28,28,45,45,5,4,13,7,28,30,86,87,131,142
"128","2013-540:74","Wimbledon",2013,"Alexandr Dolgopolov","Santiago Giraldo",24,91,24.6269678303,"UKR",FALSE,103,19,3,75,12,0,"R64","Alexandr Dolgopolov","Santiago Giraldo","2013-wimbledon-1210","Santiago Giraldo","Alexandr Dolgopolov","atp","wimbledon","Week 1",95.5394736842105,100.686274509804,13,10,40,26,18,18,25,25,4,1,14,1,13,9,60,59,76,102
"129","2013-540:75","Wimbledon",2013,"Igor Sijsling","Milos Raonic",64,15,25.8507871321,"NED",FALSE,110,20,3,93,15,0,"R64","Igor Sijsling","Milos Raonic","2013-wimbledon-1211","Milos Raonic","Igor Sijsling","atp","wimbledon","Week 1",106.978723404255,111.825688073395,17,22,40,48,14,14,21,21,2,0,5,4,7,24,75,74,94,109
"130","2013-540:77","Wimbledon",2013,"Kei Nishikori","Leonardo Mayer",11,84,23.485284052,"JPN",FALSE,117,19,3,95,12,0,"R64","Kei Nishikori","Leonardo Mayer","2013-wimbledon-1213","Kei Nishikori","Leonardo Mayer","atp","wimbledon","Week 1",93.0849056603774,106.216981132075,2,5,29,27,7,7,9,9,5,2,12,5,20,28,70,59,106,106
"131","2013-540:79","Wimbledon",2013,"Grega Zemlja","Grigor Dimitrov",55,31,26.7351129363,"SLO",FALSE,185,30,3,193,31,2,"R64","Grega Zemlja","Grigor Dimitrov","2013-wimbledon-1215","Grigor Dimitrov","Grega Zemlja","atp","wimbledon","Week 1",106.090425531915,111.542105263158,19,22,54,60,28,28,35,35,2,2,10,18,35,34,131,136,188,190
"132","2013-540:8","Wimbledon",2013,"Tommy Haas","Dmitry Tursunov",13,65,35.2251882272,"GER",FALSE,108,20,3,85,13,0,"R128","Dmitry Tursunov","Tommy Haas","2013-wimbledon-1108","Dmitry Tursunov","Tommy Haas","atp","wimbledon","Week 1",106.214285714286,106.115789473684,17,5,45,29,11,11,17,17,3,0,6,4,13,13,74,61,98,95
"133","2013-540:80","Wimbledon",2013,"Juan Martin Del Potro","Jesse Levine",8,112,24.7501711157,"ARG",FALSE,105,19,3,81,11,0,"R64","Jesse Levine","Juan Martin Del Potro","2013-wimbledon-1216","Jesse Levine","Juan Martin Del Potro","atp","wimbledon","Week 1",110.46511627907,93.79,13,13,37,38,24,24,38,38,4,1,11,3,13,29,62,57,86,100
"134","2013-540:83","Wimbledon",2013,"Adrian Mannarino","John Isner",111,21,24.9856262834,"FRA",TRUE,4,1,0,6,1,0,"R64","Adrian Mannarino","John Isner","2013-wimbledon-1219","John Isner","Adrian Mannarino","atp","wimbledon","Week 1",88.2,111.2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,4,5,5,5
"135","2013-540:84","Wimbledon",2013,"Dustin Brown","Lleyton Hewitt",189,70,28.5420944559,"GER",FALSE,145,24,3,131,17,1,"R64","Dustin Brown","Lleyton Hewitt","2013-wimbledon-1220","Dustin Brown","Lleyton Hewitt","atp","wimbledon","Week 1",107.253424657534,94.1,21,12,74,42,34,34,63,63,5,1,6,10,22,13,96,81,146,130
"136","2013-540:85","Wimbledon",2013,"Nicolas Almagro","Guillaume Rufin",16,85,27.8412046543,"ESP",FALSE,133,25,3,115,19,1,"R64","Guillaume Rufin","Nicolas Almagro","2013-wimbledon-1221","Nicolas Almagro","Guillaume Rufin","atp","wimbledon","Week 1",110.072,110.50406504065,21,17,55,48,18,18,20,20,5,2,10,3,17,30,91,81,125,123
"137","2013-540:86","Wimbledon",2013,"Jerzy Janowicz","Radek Stepanek",22,45,22.6119096509,"POL",TRUE,62,11,2,45,5,0,"R64","Jerzy Janowicz","Radek Stepanek","2013-wimbledon-1222","Radek Stepanek","Jerzy Janowicz","atp","wimbledon","Week 1",110.095238095238,100.4,7,1,27,6,5,5,10,10,3,0,8,0,18,13,33,36,42,65
"138","2013-540:88","Wimbledon",2013,"Sergiy Stakhovsky","Roger Federer",116,3,27.4633812457,"UKR",FALSE,162,27,3,161,24,1,"R64","Roger Federer","Sergiy Stakhovsky","2013-wimbledon-1224","Sergiy Stakhovsky","Roger Federer","atp","wimbledon","Week 1",107.981818181818,109.664556962025,17,16,72,57,50,50,79,79,2,1,7,8,17,13,119,115,165,158
"139","2013-540:9","Wimbledon",2013,"Richard Gasquet","Marcel Granollers",9,41,27.0171115674,"FRA",FALSE,145,25,3,130,20,1,"R128","Marcel Granollers","Richard Gasquet","2013-wimbledon-1109","Richard Gasquet","Marcel Granollers","atp","wimbledon","Week 1",101.480620155039,105.534246575342,8,11,60,48,28,28,36,36,5,2,16,5,28,29,87,88,129,146
