year,league,team_id,team_name,win_world_series,final_rank,games_played,wins,losses,runs_scored,hits,at_bats,walks,strikeouts,homeruns,hit_by_pitch,sacrifice_flies,runs_allowed,hits_allowed,walks_allowed,strikeouts_against,homeruns_allowed
1980,NL,CIN,Cincinnati Reds,N,3,163,89,73,707,1445,5516,537,852,113,23,54,670,1404,506,833,113
1980,AL,CLE,Cleveland Indians,N,6,160,79,81,738,1517,5470,617,625,89,37,74,807,1519,552,843,137
1980,AL,DET,Detroit Tigers,N,4,163,84,78,830,1543,5648,645,844,143,33,55,757,1505,558,741,152
1980,NL,HOU,Houston Astros,N,1,163,93,70,637,1455,5566,540,755,75,13,45,589,1367,466,929,69
1980,AL,KCA,Kansas City Royals,N,1,162,97,65,809,1633,5714,508,709,115,38,63,694,1496,465,614,129
1980,NL,LAN,Los Angeles Dodgers,N,2,163,92,71,663,1462,5568,492,846,148,24,41,591,1358,480,835,105
1980,AL,MIN,Minnesota Twins,N,3,161,77,84,670,1468,5530,436,703,99,21,51,724,1502,468,744,120
1980,AL,ML4,Milwaukee Brewers,N,3,162,86,76,811,1555,5653,455,745,203,25,51,682,1530,420,575,137
1980,NL,MON,Montreal Expos,N,2,162,90,72,694,1407,5465,547,865,114,20,56,629,1447,460,823,100
1980,AL,NYA,New York Yankees,N,1,162,103,59,820,1484,5553,643,739,189,28,54,662,1433,463,845,102
1980,NL,NYN,New York Mets,N,5,162,67,95,611,1407,5478,501,840,61,25,53,702,1473,510,886,140
1980,AL,OAK,Oakland Athletics,N,2,162,83,79,686,1424,5495,506,824,137,19,41,642,1347,521,769,142
1980,NL,PHI,Philadelphia Phillies,Y,1,162,91,71,728,1517,5625,472,708,117,33,58,639,1419,530,889,87
1980,NL,PIT,Pittsburgh Pirates,N,3,162,83,79,666,1469,5517,452,760,116,25,56,646,1422,451,832,110
1980,NL,SDN,San Diego Padres,N,6,163,73,89,591,1410,5540,563,791,67,21,38,654,1474,536,728,97
1980,AL,SEA,Seattle Mariners,N,7,163,59,103,610,1359,5489,483,727,104,19,44,793,1565,540,703,159
1980,NL,SFN,San Francisco Giants,N,5,161,75,86,573,1310,5368,509,840,80,14,54,634,1446,492,811,92
1980,NL,SLN,St. Louis Cardinals,N,4,162,74,88,738,1541,5608,451,781,101,21,49,710,1454,495,664,90
1980,AL,TEX,Texas Rangers,N,4,163,76,85,756,1616,5690,480,589,124,23,56,752,1561,519,890,119
1980,AL,TOR,Toronto Blue Jays,N,7,162,67,95,624,1398,5571,448,813,126,33,34,762,1523,635,705,135
1981,NL,ATL,Atlanta Braves,N,5,107,50,56,395,886,3642,321,540,64,18,18,416,936,330,471,62
1981,AL,BAL,Baltimore Orioles,N,2,105,59,46,429,883,3516,404,454,88,15,24,437,923,347,489,83
1981,AL,BOS,Boston Red Sox,N,5,108,59,49,519,1052,3820,378,520,90,13,33,481,983,354,536,90
1981,AL,CAL,California Angels,N,5,110,51,59,476,944,3688,393,571,97,29,30,453,958,323,426,81
1981,AL,CHA,Chicago White Sox,N,3,106,54,52,476,982,3615,322,518,76,43,36,423,891,336,529,73
1981,NL,CHN,Chicago Cubs,N,6,106,38,65,370,838,3546,342,611,57,13,30,483,983,388,532,59
1981,NL,CIN,Cincinnati Reds,N,1,108,66,42,464,972,3637,375,553,64,18,40,440,863,393,593,67
1981,AL,CLE,Cleveland Indians,N,6,103,52,51,431,922,3507,343,379,39,13,43,442,989,311,569,67
1981,AL,DET,Detroit Tigers,N,3,109,60,49,427,922,3600,404,500,65,18,37,404,840,373,476,83
1981,NL,HOU,Houston Astros,N,3,110,61,49,394,948,3693,340,488,45,8,35,331,842,300,610,40
1981,AL,KCA,Kansas City Royals,N,4,103,50,53,397,952,3560,301,419,61,17,35,405,909,273,404,75
1981,NL,LAN,Los Angeles Dodgers,Y,2,110,63,47,450,984,3751,331,550,82,17,27,356,904,302,603,54
1981,AL,MIN,Minnesota Twins,N,7,110,41,68,378,884,3676,275,497,47,11,27,486,1021,376,500,79
1981,AL,ML4,Milwaukee Brewers,N,1,109,62,47,493,961,3743,300,461,96,29,45,459,994,352,448,72
1981,NL,MON,Montreal Expos,N,2,108,60,48,443,883,3591,368,498,81,16,30,394,902,268,520,58
1981,AL,NYA,New York Yankees,N,4,107,59,48,421,889,3529,391,434,100,7,27,343,827,287,606,64
1981,NL,NYN,New York Mets,N,5,105,41,62,348,868,3493,304,603,57,13,34,432,906,336,490,74
1981,AL,OAK,Oakland Athletics,N,1,109,64,45,458,910,3677,342,647,104,16,32,403,883,370,505,80
1981,NL,PHI,Philadelphia Phillies,N,3,107,59,48,491,1002,3665,372,432,69,23,37,472,967,347,580,72
1981,NL,PIT,Pittsburgh Pirates,N,4,103,46,56,407,920,3576,278,494,55,15,36,425,953,346,492,60
1981,NL,SDN,San Diego Padres,N,6,110,41,69,382,963,3757,311,525,32,14,30,455,1013,414,492,64
1981,AL,SEA,Seattle Mariners,N,6,110,44,65,426,950,3780,329,553,89,27,24,521,1039,360,478,76
1981,NL,SFN,San Francisco Giants,N,4,111,56,55,427,941,3766,386,543,63,14,27,414,970,393,561,57
1981,NL,SLN,St. Louis Cardinals,N,1,103,59,43,464,936,3537,379,495,50,16,35,417,902,290,388,52
1981,AL,TEX,Texas Rangers,N,2,105,57,48,452,968,3581,295,396,49,21,39,389,851,322,488,67
1981,AL,TOR,Toronto Blue Jays,N,7,106,37,69,329,797,3521,284,556,61,20,18,466,908,377,451,72
1982,NL,ATL,Atlanta Braves,N,1,162,89,73,739,1411,5507,554,869,146,29,43,702,1484,502,813,126
1982,AL,BAL,Baltimore Orioles,N,2,163,94,68,774,1478,5557,634,796,179,25,52,687,1436,488,719,147
1982,AL,BOS,Boston Red Sox,N,3,162,89,73,753,1536,5596,547,736,136,28,38,713,1557,478,816,155
1982,AL,CAL,California Angels,N,1,162,93,69,814,1518,5532,613,760,186,35,56,670,1436,482,728,124
1982,AL,CHA,Chicago White Sox,N,3,162,87,75,786,1523,5575,533,866,136,30,50,710,1502,460,753,99
1982,NL,CHN,Chicago Cubs,N,5,162,73,89,676,1436,5531,460,869,102,25,49,709,1510,452,764,125
1982,NL,CIN,Cincinnati Reds,N,6,162,61,101,545,1375,5479,470,817,82,21,41,661,1414,570,998,105
1982,AL,CLE,Cleveland Indians,N,6,162,78,84,683,1458,5559,651,625,109,35,40,748,1433,589,882,122
1982,AL,DET,Detroit Tigers,N,4,162,83,79,729,1489,5590,470,807,177,26,39,685,1371,554,740,172
1982,NL,HOU,Houston Astros,N,5,162,77,85,569,1342,5440,435,830,74,19,46,620,1338,479,899,87
1982,AL,KCA,Kansas City Royals,N,2,162,90,72,784,1603,5629,442,758,132,25,49,717,1443,471,650,163
1982,NL,LAN,Los Angeles Dodgers,N,2,162,88,74,691,1487,5642,528,804,138,30,55,612,1356,468,932,81
1982,AL,MIN,Minnesota Twins,N,7,162,60,102,657,1427,5544,474,887,148,24,51,819,1484,643,812,208
1982,AL,ML4,Milwaukee Brewers,N,1,163,95,67,891,1599,5733,484,714,216,18,46,717,1514,511,717,152
1982,NL,MON,Montreal Expos,N,3,162,86,76,697,1454,5557,503,816,133,35,41,616,1371,448,936,110
1982,AL,NYA,New York Yankees,N,5,162,79,83,709,1417,5526,590,719,161,24,49,716,1471,491,939,113
1982,NL,NYN,New York Mets,N,6,162,65,97,609,1361,5510,456,1005,97,25,53,723,1508,582,759,119
1982,AL,OAK,Oakland Athletics,N,5,162,68,94,691,1286,5448,582,948,149,20,54,819,1506,648,697,177
1982,NL,PHI,Philadelphia Phillies,N,2,162,89,73,664,1417,5454,506,831,112,24,38,654,1395,472,1002,86
1982,NL,PIT,Pittsburgh Pirates,N,4,162,84,78,724,1535,5614,447,862,134,28,67,696,1434,521,933,118
1982,NL,SDN,San Diego Padres,N,4,162,81,81,675,1435,5575,429,877,81,22,47,658,1348,502,765,139
1982,AL,SEA,Seattle Mariners,N,4,162,76,86,651,1431,5626,456,806,130,22,35,712,1431,547,1002,173
1982,NL,SFN,San Francisco Giants,N,3,162,87,75,673,1393,5499,607,915,133,17,45,687,1507,466,810,109
1982,NL,SLN,St. Louis Cardinals,Y,1,162,92,70,685,1439,5455,569,805,67,30,55,609,1420,502,689,94
1982,AL,TEX,Texas Rangers,N,6,162,64,98,590,1354,5445,447,750,115,32,32,749,1554,483,690,128
1982,AL,TOR,Toronto Blue Jays,N,6,162,78,84,651,1447,5526,415,749,106,28,50,701,1428,493,776,147
1983,NL,ATL,Atlanta Braves,N,2,162,88,74,746,1489,5472,582,847,130,17,46,640,1412,540,895,132
1983,AL,BAL,Baltimore Orioles,Y,1,162,98,64,799,1492,5546,601,800,168,23,56,652,1451,452,774,130
1983,AL,BOS,Boston Red Sox,N,6,162,78,84,724,1512,5590,536,758,142,28,48,775,1572,493,767,158
1983,AL,CAL,California Angels,N,5,162,70,92,722,1467,5640,509,835,154,31,46,779,1636,496,668,130
1983,AL,CHA,Chicago White Sox,N,1,162,99,63,800,1439,5484,527,888,157,43,56,650,1355,447,877,128
1983,NL,CHN,Chicago Cubs,N,5,162,71,91,701,1436,5512,470,868,140,29,50,719,1496,498,807,117
1983,NL,CIN,Cincinnati Reds,N,6,162,74,88,623,1274,5333,588,1006,107,19,45,710,1365,627,934,135
1983,AL,CLE,Cleveland Indians,N,7,162,70,92,704,1451,5476,605,691,86,29,64,785,1531,529,794,120
1983,AL,DET,Detroit Tigers,N,2,162,92,70,789,1530,5592,508,831,156,39,59,679,1318,522,875,170
1983,NL,HOU,Houston Astros,N,3,162,85,77,643,1412,5502,517,869,97,19,54,646,1276,570,904,94
1983,AL,KCA,Kansas City Royals,N,2,163,79,83,696,1515,5598,397,722,109,23,33,767,1535,471,593,133
1983,NL,LAN,Los Angeles Dodgers,N,1,163,91,71,654,1358,5440,541,925,146,22,40,609,1336,495,1000,97
1983,AL,MIN,Minnesota Twins,N,5,162,70,92,709,1463,5601,467,802,141,29,45,822,1559,580,748,163
1983,AL,ML4,Milwaukee Brewers,N,5,162,87,75,764,1556,5620,475,665,132,27,57,708,1513,491,689,133
1983,NL,MON,Montreal Expos,N,3,163,82,80,677,1482,5611,509,733,102,38,57,646,1406,479,899,120
1983,AL,NYA,New York Yankees,N,3,162,91,71,770,1535,5631,533,686,153,37,41,703,1449,455,892,116
1983,NL,NYN,New York Mets,N,6,162,68,94,575,1314,5444,436,1031,112,31,32,680,1384,615,717,97
1983,AL,OAK,Oakland Athletics,N,4,162,74,88,708,1447,5516,524,872,121,31,62,782,1462,626,719,135
1983,NL,PHI,Philadelphia Phillies,N,1,163,90,72,696,1352,5426,640,906,125,26,46,635,1429,464,1092,111
1983,NL,PIT,Pittsburgh Pirates,N,2,162,84,78,659,1460,5531,497,873,121,19,38,648,1378,563,1061,109
1983,NL,SDN,San Diego Padres,N,4,163,81,81,653,1384,5527,482,822,93,20,45,653,1389,528,850,144
1983,AL,SEA,Seattle Mariners,N,7,162,60,102,558,1280,5336,460,840,111,24,45,740,1455,544,910,145
1983,NL,SFN,San Francisco Giants,N,5,162,79,83,687,1324,5369,619,990,142,28,46,697,1431,520,881,127
1983,NL,SLN,St. Louis Cardinals,N,4,162,79,83,679,1496,5550,543,879,83,24,49,710,1479,525,709,115
1983,AL,TEX,Texas Rangers,N,3,163,77,85,639,1429,5610,442,767,106,29,42,609,1392,471,826,97
1983,AL,TOR,Toronto Blue Jays,N,4,162,89,73,795,1546,5581,510,810,167,32,54,726,1434,517,835,145
1984,NL,ATL,Atlanta Braves,N,2,162,80,82,632,1338,5422,555,896,111,20,45,655,1401,525,859,122
1984,AL,BAL,Baltimore Orioles,N,5,162,85,77,681,1374,5456,620,884,160,22,43,667,1393,512,714,137
1984,AL,BOS,Boston Red Sox,N,4,162,86,76,810,1598,5648,500,842,181,20,46,764,1524,517,927,141
1984,AL,CAL,California Angels,N,2,162,81,81,696,1363,5470,556,928,150,29,46,697,1526,474,754,143
1984,AL,CHA,Chicago White Sox,N,5,162,74,88,679,1360,5513,523,883,172,39,44,736,1416,483,840,155
1984,NL,CHN,Chicago Cubs,N,1,161,96,65,762,1415,5437,567,967,136,29,51,658,1458,442,879,99
1984,NL,CIN,Cincinnati Reds,N,5,162,70,92,627,1342,5498,566,978,106,12,53,747,1445,578,946,128
1984,AL,CLE,Cleveland Indians,N,6,163,75,87,761,1498,5643,600,815,123,27,67,766,1523,545,803,141
1984,AL,DET,Detroit Tigers,Y,1,162,104,58,829,1529,5644,602,941,187,34,45,643,1358,489,914,130
1984,NL,HOU,Houston Astros,N,2,162,80,82,693,1465,5548,494,837,79,17,55,630,1350,502,950,91
1984,AL,KCA,Kansas City Royals,N,1,162,84,78,673,1487,5543,400,832,117,24,55,686,1426,433,724,136
1984,NL,LAN,Los Angeles Dodgers,N,4,162,79,83,580,1316,5399,488,829,102,14,48,600,1381,499,1033,76
1984,AL,MIN,Minnesota Twins,N,2,162,81,81,673,1473,5562,437,735,114,24,58,675,1429,463,713,159
1984,AL,ML4,Milwaukee Brewers,N,7,161,67,94,641,1446,5511,432,673,96,26,46,734,1532,480,785,137
1984,NL,MON,Montreal Expos,N,5,161,78,83,593,1367,5439,470,782,96,25,34,585,1333,474,861,114
1984,AL,NYA,New York Yankees,N,3,162,87,75,758,1560,5661,534,673,130,38,59,679,1485,518,992,120
1984,NL,NYN,New York Mets,N,2,162,90,72,652,1400,5438,500,1001,107,20,49,676,1371,573,1028,104
1984,AL,OAK,Oakland Athletics,N,4,162,77,85,738,1415,5457,568,871,158,22,77,796,1554,592,695,155
1984,NL,PHI,Philadelphia Phillies,N,4,162,81,81,720,1494,5614,555,1084,147,29,46,690,1416,448,904,101
1984,NL,PIT,Pittsburgh Pirates,N,6,162,75,87,615,1412,5537,438,841,98,19,44,567,1344,502,995,102
1984,NL,SDN,San Diego Padres,N,1,162,92,70,686,1425,5504,472,810,109,24,55,634,1327,563,812,122
1984,AL,SEA,Seattle Mariners,N,5,162,74,88,682,1429,5546,519,871,129,42,38,774,1497,619,972,138
1984,NL,SFN,San Francisco Giants,N,6,162,66,96,682,1499,5650,528,980,112,17,44,807,1589,549,854,125
1984,NL,SLN,St. Louis Cardinals,N,3,162,84,78,652,1369,5433,516,924,75,23,46,645,1427,494,808,94
1984,AL,TEX,Texas Rangers,N,7,161,69,92,656,1452,5569,420,807,120,20,43,714,1443,518,863,148
1984,AL,TOR,Toronto Blue Jays,N,2,163,89,73,750,1555,5687,460,816,143,52,49,696,1433,528,875,140
1985,NL,ATL,Atlanta Braves,N,5,162,66,96,632,1359,5526,553,849,126,22,41,781,1512,642,776,134
1985,AL,BAL,Baltimore Orioles,N,4,161,83,78,818,1451,5517,604,908,214,19,40,764,1480,568,793,160
1985,AL,BOS,Boston Red Sox,N,5,163,81,81,800,1615,5720,562,816,162,30,57,720,1487,540,913,130
1985,AL,CAL,California Angels,N,2,162,90,72,732,1364,5442,648,902,153,39,35,703,1453,514,767,171
1985,AL,CHA,Chicago White Sox,N,3,163,85,77,736,1386,5470,471,843,146,43,45,720,1411,569,1023,161
1985,NL,CHN,Chicago Cubs,N,4,162,77,84,686,1397,5492,562,937,150,18,39,729,1492,519,820,156
1985,NL,CIN,Cincinnati Reds,N,2,162,89,72,677,1385,5431,576,856,114,23,41,666,1347,535,910,131
1985,AL,CLE,Cleveland Indians,N,7,162,60,102,729,1465,5527,492,817,116,15,48,861,1556,547,702,170
1985,AL,DET,Detroit Tigers,N,3,161,84,77,729,1413,5575,526,926,202,27,53,688,1313,556,943,141
1985,NL,HOU,Houston Astros,N,3,162,83,79,706,1457,5582,477,873,121,23,44,691,1393,543,909,119
1985,AL,KCA,Kansas City Royals,Y,1,162,91,71,687,1384,5500,473,840,154,36,41,639,1433,463,846,103
1985,NL,LAN,Los Angeles Dodgers,N,1,162,95,67,682,1434,5502,539,846,129,31,46,579,1280,462,979,102
1985,AL,MIN,Minnesota Twins,N,4,162,77,85,705,1453,5509,502,779,141,31,47,782,1468,462,767,164
1985,AL,ML4,Milwaukee Brewers,N,6,161,71,90,690,1467,5568,462,746,101,19,55,802,1510,499,777,175
1985,NL,MON,Montreal Expos,N,3,161,84,77,633,1342,5429,492,880,118,26,45,636,1346,509,870,99
1985,AL,NYA,New York Yankees,N,2,161,97,64,839,1458,5458,620,771,176,50,60,660,1373,518,907,157
1985,NL,NYN,New York Mets,N,2,162,98,64,695,1425,5549,546,872,134,20,44,568,1306,515,1039,111
1985,AL,OAK,Oakland Athletics,N,4,162,77,85,757,1475,5581,508,861,155,16,47,787,1451,607,785,172
1985,NL,PHI,Philadelphia Phillies,N,5,162,75,87,667,1343,5477,527,1095,141,25,44,673,1424,596,899,115
1985,NL,PIT,Pittsburgh Pirates,N,6,161,57,104,568,1340,5436,514,842,80,14,44,708,1406,584,962,107
1985,NL,SDN,San Diego Padres,N,3,162,83,79,650,1405,5507,513,809,109,23,32,622,1399,443,727,127
1985,AL,SEA,Seattle Mariners,N,6,162,74,88,719,1410,5521,564,942,171,31,41,818,1456,637,868,154
1985,NL,SFN,San Francisco Giants,N,6,162,62,100,556,1263,5420,488,962,115,37,25,674,1348,572,985,125
1985,NL,SLN,St. Louis Cardinals,N,1,162,101,61,747,1446,5467,586,853,87,18,41,572,1343,453,798,98
1985,AL,TEX,Texas Rangers,N,7,161,62,99,617,1359,5361,530,819,129,33,45,785,1479,501,863,173
1985,AL,TOR,Toronto Blue Jays,N,1,161,99,62,759,1482,5508,503,807,158,30,44,588,1312,484,823,147
1986,NL,ATL,Atlanta Braves,N,6,161,72,89,615,1348,5384,538,904,138,24,42,719,1443,576,932,117
1986,AL,BAL,Baltimore Orioles,N,7,162,73,89,708,1425,5524,563,862,169,31,51,760,1451,535,954,177
1986,AL,BOS,Boston Red Sox,N,1,161,95,66,794,1488,5498,595,707,144,66,52,696,1469,474,1033,167
1986,AL,CAL,California Angels,N,1,162,92,70,786,1387,5433,671,860,167,40,61,684,1356,478,955,153
1986,AL,CHA,Chicago White Sox,N,5,162,72,90,644,1335,5406,487,940,121,34,53,699,1361,561,895,143
1986,NL,CHN,Chicago Cubs,N,5,160,70,90,680,1409,5499,508,966,155,15,51,781,1546,557,962,143
1986,NL,CIN,Cincinnati Reds,N,2,162,86,76,732,1404,5536,586,920,144,18,41,717,1465,524,924,136
1986,AL,CLE,Cleveland Indians,N,5,163,84,78,831,1620,5702,456,944,157,24,49,841,1548,605,744,167
1986,AL,DET,Detroit Tigers,N,3,162,87,75,798,1447,5512,613,885,198,43,49,714,1374,571,880,183
1986,NL,HOU,Houston Astros,N,1,162,96,66,654,1388,5441,536,916,125,24,41,569,1203,523,1160,116
1986,AL,KCA,Kansas City Royals,N,3,162,76,86,654,1403,5561,474,919,137,36,33,673,1413,479,888,121
1986,NL,LAN,Los Angeles Dodgers,N,5,162,73,89,638,1373,5471,478,966,130,32,39,679,1428,499,1051,115
1986,AL,MIN,Minnesota Twins,N,6,162,71,91,741,1446,5531,501,977,196,37,38,839,1579,503,937,200
1986,AL,ML4,Milwaukee Brewers,N,6,161,77,84,667,1393,5461,530,986,127,27,53,734,1478,494,952,158
1986,NL,MON,Montreal Expos,N,4,161,78,83,637,1401,5508,537,1016,110,33,42,688,1350,566,1051,119
1986,AL,NYA,New York Yankees,N,2,162,90,72,797,1512,5570,645,911,188,28,46,738,1461,492,878,175
1986,NL,NYN,New York Mets,Y,1,162,108,54,783,1462,5558,631,968,148,31,53,578,1304,509,1083,103
1986,AL,OAK,Oakland Athletics,N,3,162,76,86,731,1370,5435,553,983,163,32,51,760,1334,667,937,166
1986,NL,PHI,Philadelphia Phillies,N,2,161,86,75,739,1386,5483,589,1154,154,40,51,713,1473,553,874,130
1986,NL,PIT,Pittsburgh Pirates,N,6,162,64,98,663,1366,5456,569,929,111,20,44,700,1397,570,924,138
1986,NL,SDN,San Diego Padres,N,4,162,74,88,656,1442,5515,484,917,136,18,35,723,1406,607,934,150
1986,AL,SEA,Seattle Mariners,N,7,162,67,95,718,1392,5498,572,1148,158,34,29,835,1590,585,944,171
1986,NL,SFN,San Francisco Giants,N,3,162,83,79,698,1394,5501,536,1087,114,37,34,618,1264,591,992,121
1986,NL,SLN,St. Louis Cardinals,N,3,161,79,82,601,1270,5378,568,905,58,20,46,611,1364,485,761,135
1986,AL,TEX,Texas Rangers,N,2,162,87,75,771,1479,5529,511,1088,184,35,42,743,1356,736,1059,145
1986,AL,TOR,Toronto Blue Jays,N,4,163,86,76,809,1540,5716,496,848,181,33,49,733,1467,487,1002,164
1987,NL,ATL,Atlanta Braves,N,5,161,69,92,747,1401,5428,641,834,152,38,34,829,1529,587,837,163
1987,AL,BAL,Baltimore Orioles,N,6,162,67,95,729,1437,5576,524,939,211,22,32,880,1555,547,870,226
1987,AL,BOS,Boston Red Sox,N,5,162,78,84,842,1554,5586,606,825,174,57,58,825,1584,517,1034,190
1987,AL,CAL,California Angels,N,6,162,75,87,770,1406,5570,590,926,172,35,36,803,1481,504,941,212
1987,AL,CHA,Chicago White Sox,N,5,162,77,85,748,1427,5538,487,971,173,33,52,746,1436,537,792,189
1987,NL,CHN,Chicago Cubs,N,6,161,76,85,720,1475,5583,504,1064,209,21,30,801,1524,628,1024,159
1987,NL,CIN,Cincinnati Reds,N,2,162,84,78,783,1478,5560,514,928,192,31,34,752,1486,485,919,170
1987,AL,CLE,Cleveland Indians,N,7,162,61,101,742,1476,5606,489,977,187,31,42,957,1566,606,849,219
1987,AL,DET,Detroit Tigers,N,1,162,98,64,896,1535,5649,653,913,225,46,56,735,1430,563,976,180
1987,NL,HOU,Houston Astros,N,3,162,76,86,648,1386,5485,526,936,122,24,50,678,1363,525,1137,141
1987,AL,KCA,Kansas City Royals,N,2,162,83,79,715,1443,5499,523,1034,168,30,42,691,1424,548,923,128
1987,NL,LAN,Los Angeles Dodgers,N,4,162,73,89,635,1389,5517,445,923,125,31,39,675,1415,565,1097,130
1987,AL,MIN,Minnesota Twins,Y,1,162,85,77,786,1422,5441,523,898,196,38,39,806,1465,564,990,210
1987,AL,ML4,Milwaukee Brewers,N,3,162,91,71,862,1552,5625,598,1040,163,32,50,817,1548,529,1039,169
1987,NL,MON,Montreal Expos,N,3,162,91,71,741,1467,5527,501,918,120,35,42,720,1428,446,1012,145
1987,AL,NYA,New York Yankees,N,4,162,89,73,788,1445,5511,604,949,196,28,38,758,1475,542,900,179
1987,NL,NYN,New York Mets,N,2,162,92,70,823,1499,5601,592,1012,192,31,39,698,1407,510,1032,135
1987,AL,OAK,Oakland Athletics,N,3,162,81,81,806,1432,5511,593,1056,199,36,48,789,1442,531,1042,176
1987,NL,PHI,Philadelphia Phillies,N,4,162,80,82,702,1390,5475,587,1109,169,25,40,749,1453,587,877,167
1987,NL,PIT,Pittsburgh Pirates,N,4,162,80,82,723,1464,5536,535,914,131,29,51,744,1377,562,914,164
1987,NL,SDN,San Diego Padres,N,6,162,65,97,668,1419,5456,577,992,113,27,36,763,1402,602,897,175
1987,AL,SEA,Seattle Mariners,N,4,162,78,84,760,1499,5508,500,863,161,43,50,801,1503,497,919,199
1987,NL,SFN,San Francisco Giants,N,1,162,90,72,783,1458,5608,511,1094,205,39,35,669,1407,547,1038,146
1987,NL,SLN,St. Louis Cardinals,N,1,162,95,67,798,1449,5500,644,933,94,18,51,693,1484,533,873,129
1987,AL,TEX,Texas Rangers,N,6,162,75,87,823,1478,5564,567,1081,194,24,51,849,1388,760,1103,199
1987,AL,TOR,Toronto Blue Jays,N,2,162,96,66,845,1514,5635,555,970,215,38,35,655,1323,567,1064,158
1988,NL,ATL,Atlanta Braves,N,6,160,54,106,555,1319,5440,432,848,96,21,46,741,1481,524,810,108
1988,AL,BAL,Baltimore Orioles,N,7,161,54,107,550,1275,5358,504,869,137,32,45,789,1506,523,709,153
1988,AL,BOS,Boston Red Sox,N,1,162,89,73,813,1569,5545,623,728,124,45,55,689,1415,493,1085,143
1988,AL,CAL,California Angels,N,4,162,75,87,714,1458,5582,469,819,124,49,52,771,1503,568,817,135
1988,AL,CHA,Chicago White Sox,N,5,161,71,90,631,1327,5449,446,908,132,34,43,757,1467,533,754,138
1988,NL,CHN,Chicago Cubs,N,4,163,77,85,660,1481,5675,403,910,113,21,46,694,1494,490,897,115
1988,NL,CIN,Cincinnati Reds,N,2,161,87,74,641,1334,5426,479,922,122,37,51,596,1271,504,934,121
1988,AL,CLE,Cleveland Indians,N,6,162,78,84,666,1435,5505,416,866,134,37,51,731,1501,442,812,120
1988,AL,DET,Detroit Tigers,N,2,162,88,74,703,1358,5433,588,841,143,29,37,658,1361,497,890,150
1988,NL,HOU,Houston Astros,N,5,162,82,80,617,1338,5494,474,840,96,38,44,631,1339,478,1049,123
1988,AL,KCA,Kansas City Royals,N,3,161,84,77,704,1419,5469,486,944,121,33,51,648,1415,465,886,102
1988,NL,LAN,Los Angeles Dodgers,Y,1,162,94,67,628,1346,5431,437,947,99,32,50,544,1291,473,1029,84
1988,AL,MIN,Minnesota Twins,N,2,162,91,71,759,1508,5510,528,832,151,55,50,672,1457,453,897,146
1988,AL,ML4,Milwaukee Brewers,N,3,162,87,75,682,1409,5488,439,911,113,37,41,616,1355,437,832,125
1988,NL,MON,Montreal Expos,N,3,163,81,81,628,1400,5573,454,1053,107,32,44,592,1310,476,923,122
1988,AL,NYA,New York Yankees,N,5,161,85,76,772,1469,5592,588,935,148,30,51,748,1512,487,861,157
1988,NL,NYN,New York Mets,N,1,160,100,60,703,1387,5408,544,842,152,32,56,532,1253,404,1100,78
1988,AL,OAK,Oakland Athletics,N,1,162,104,58,800,1474,5602,580,926,156,65,55,620,1376,553,983,116
1988,NL,PHI,Philadelphia Phillies,N,6,162,65,96,597,1294,5403,489,981,106,47,48,734,1447,628,859,118
1988,NL,PIT,Pittsburgh Pirates,N,2,160,85,75,651,1327,5379,553,947,110,32,60,616,1349,469,790,108
1988,NL,SDN,San Diego Padres,N,3,161,83,78,594,1325,5366,494,892,94,21,45,583,1332,439,885,112
1988,AL,SEA,Seattle Mariners,N,7,161,68,93,664,1397,5436,461,787,148,38,42,744,1385,558,981,144
1988,NL,SFN,San Francisco Giants,N,4,162,83,79,670,1353,5450,550,1023,113,33,51,626,1323,422,875,99
1988,NL,SLN,St. Louis Cardinals,N,5,162,76,86,578,1373,5518,484,827,71,22,48,633,1387,486,881,91
1988,AL,TEX,Texas Rangers,N,6,161,70,91,637,1378,5479,542,1022,112,35,53,735,1310,654,912,129
1988,AL,TOR,Toronto Blue Jays,N,3,162,87,75,763,1491,5557,521,935,158,31,50,680,1404,528,904,143
1989,NL,ATL,Atlanta Braves,N,6,161,63,97,584,1281,5463,485,996,128,24,42,680,1370,468,966,114
1989,AL,BAL,Baltimore Orioles,N,2,162,87,75,708,1369,5440,593,957,129,30,47,686,1518,486,676,134
1989,AL,BOS,Boston Red Sox,N,3,162,83,79,774,1571,5666,643,755,108,36,58,735,1448,548,1054,131
